Product type,SKU,Production Date,Shipping Date,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Shortage Risk,Actual Shipping Time,Delay
skincare,SKU4690,2024-11-12,2024-12-10,61.14038397358707,0.9081329481526296,44,1385.3912068406585,Female,70,24,9,2,Carrier C,2.1359403854308665,Supplier 1,Bangalore,692,11,23.327524160242167,Fail,4.74098749446352,Air,Route C,351.72929240748414,False,28,4
skincare,SKU4691,2023-11-18,2023-11-18,19.15991701550173,0.8293765096493592,95,8312.189274595403,Unknown,71,5,70,6,Carrier C,5.017845216548199,Supplier 5,Mumbai,138,9,27.49848310411971,Pass,3.498667718226634,Road,Route A,218.449448332526,True,0,-5
skincare,SKU4692,2023-05-16,2023-05-26,75.47786746067415,0.8121033278390751,60,9025.460178599356,Non-binary,25,15,70,8,Carrier B,4.327274863319937,Supplier 3,Delhi,736,26,46.280583122374,Pending,3.184744773494841,Rail,Route B,343.6413492815884,True,10,-5
skincare,SKU4693,2023-07-08,2023-07-31,32.921814819392424,0.8929877980188374,99,6076.443526185012,Male,96,29,30,3,Carrier A,4.440194196815338,Supplier 5,Chennai,722,19,23.132757727416543,Pending,2.816642555840688,Rail,Route A,278.83441987375375,True,23,-6
skincare,SKU4694,2025-02-06,2025-03-04,32.47063199860178,0.8717971699611566,85,5629.168704619814,Female,89,24,1,1,Carrier C,4.16141686465153,Supplier 4,Delhi,713,8,8.756188654115958,Pass,0.0329807001620963,Rail,Route A,639.5498791808542,False,26,2
skincare,SKU4695,2024-10-18,2024-11-09,25.529080106897545,0.8139278419372782,77,9137.049546241338,Female,90,25,70,5,Carrier B,2.6169985548608574,Supplier 5,Mumbai,148,18,84.53486660227557,Fail,1.1708777170425266,Air,Route B,535.9595071746277,False,22,-3
cosmetics,SKU4696,2023-05-14,2023-06-04,34.46769026908312,0.9017195237906096,45,2768.1887666043417,Female,36,17,82,9,Carrier B,5.284202220358038,Supplier 5,Bangalore,767,11,73.80698567209846,Pending,0.5996323239690852,Sea,Route A,671.1167349910818,True,21,4
cosmetics,SKU4697,2024-08-10,2024-09-01,51.02527585905205,0.8939483575905581,39,7920.0740524245775,Male,85,17,52,2,Carrier B,8.10883477558524,Supplier 1,Chennai,120,17,98.69723676260216,Pass,3.5246263634888297,Road,Route B,503.622893749784,False,22,5
skincare,SKU4698,2024-07-13,2024-08-02,43.57247507999813,0.920996988326162,96,9590.34412904685,Unknown,90,17,6,5,Carrier B,9.81518748129039,Supplier 5,Kolkata,294,27,97.42598366225312,Pending,3.005862329667378,Rail,Route A,415.53325873558896,True,20,3
cosmetics,SKU4699,2024-02-05,2024-02-27,84.58844154838434,0.9000692725665578,75,4560.025673385908,Unknown,75,25,17,1,Carrier B,9.474901910019897,Supplier 1,Bangalore,179,18,74.38964111082043,Pass,0.2520013172606037,Sea,Route B,636.4772415213954,False,22,-3
skincare,SKU4700,2024-12-30,2025-01-10,4.950514061269211,0.818778233319738,95,3990.659111718088,Female,62,17,81,1,Carrier B,6.025678371530171,Supplier 4,Delhi,219,14,45.210207009364,Pass,0.8036131631311171,Road,Route B,900.1688971242626,True,11,-6
cosmetics,SKU4701,2023-09-21,2023-10-10,67.7422984597793,0.9158789328228296,98,2497.8384905398743,Non-binary,80,14,7,8,Carrier A,3.925350434984718,Supplier 5,Mumbai,613,24,30.202661424125576,Fail,1.0014670699175543,Air,Route A,974.3822877136006,True,19,5
skincare,SKU4702,2024-01-30,2024-01-30,47.95857560227005,0.8578790363262477,75,4337.514746128904,Unknown,67,3,26,5,Carrier A,2.359480527205651,Supplier 3,Chennai,564,15,55.96159663818663,Pass,1.1624131451145998,Rail,Route B,776.0379159977962,True,0,-3
cosmetics,SKU4703,2024-08-10,2024-08-13,72.02057829279646,0.935895936472292,55,5722.973249381432,Non-binary,27,4,24,1,Carrier A,9.91650241784857,Supplier 5,Bangalore,420,25,61.87829810704319,Pass,0.164187208055245,Rail,Route C,519.8023244573598,True,3,-1
cosmetics,SKU4704,2023-07-17,2023-07-23,68.5101418422353,0.9406740866309172,50,3708.519832435403,Non-binary,81,11,68,5,Carrier A,9.12157158201503,Supplier 5,Kolkata,829,21,23.25943630881949,Pass,2.636607203850109,Road,Route C,661.7881912695522,False,6,-5
skincare,SKU4705,2023-12-20,2023-12-28,53.39176532132217,0.9874802665859882,86,6826.198977762657,Non-binary,38,10,15,7,Carrier C,7.025146243698228,Supplier 5,Chennai,371,24,12.795487446767956,Fail,3.5566996033256144,Air,Route B,859.1137297133164,True,8,-2
skincare,SKU4706,2025-01-08,2025-01-22,78.29073839185394,0.8742610917415896,74,4742.143842568528,Male,97,11,32,2,Carrier B,2.677353533804712,Supplier 1,Chennai,538,13,1.2877289006574455,Pending,0.8130750668763135,Rail,Route C,574.0548345214362,False,14,3
haircare,SKU4707,2024-07-15,2024-07-19,17.925586750928446,0.941834937354548,78,5613.324547311216,Female,34,4,18,3,Carrier C,1.9347686235129724,Supplier 4,Delhi,150,16,21.00098904747973,Pass,1.6572671960971692,Road,Route A,362.8957257147173,True,4,0
skincare,SKU4708,2023-05-24,2023-06-18,23.818283486245416,0.8470909329696764,21,1410.052206284161,Non-binary,14,25,48,1,Carrier A,2.1277087927675167,Supplier 2,Bangalore,634,3,18.924136885024826,Fail,1.1617159054941275,Rail,Route A,161.0955590034089,True,25,0
haircare,SKU4709,2023-05-03,2023-05-04,81.50053892425936,0.9038771824673292,37,3894.652670386802,Non-binary,82,3,26,7,Carrier B,5.634676543410893,Supplier 5,Chennai,984,26,32.92773797802085,Pass,2.7442572301623693,Sea,Route C,926.932378656361,False,1,-2
haircare,SKU4710,2025-01-30,2025-02-11,51.82464486678673,0.947820905980722,60,2504.6100597262694,Female,59,12,47,7,Carrier C,8.76959624732022,Supplier 1,Mumbai,423,2,23.473918131532564,Fail,2.9442545887696907,Sea,Route C,462.6013142198625,True,12,0
cosmetics,SKU4711,2023-05-19,2023-06-22,80.62030972665912,0.9231331317029232,31,5012.337453534514,Female,96,29,40,3,Carrier A,1.280079118405758,Supplier 1,Mumbai,881,6,15.966226781528304,Pass,0.1687780970110063,Road,Route B,116.81248156772632,False,34,5
cosmetics,SKU4712,2023-06-21,2023-07-03,93.0030683405189,0.9254928112517296,46,4632.3124044806455,Unknown,85,11,5,5,Carrier C,3.281736628579488,Supplier 2,Bangalore,363,8,82.03964465528102,Pass,0.5803402029287306,Sea,Route A,246.6208688698684,False,12,1
skincare,SKU4713,2025-01-07,2025-01-15,19.443780697225066,1.0,32,5461.988972251656,Non-binary,67,13,55,8,Carrier C,8.310456758702838,Supplier 4,Mumbai,155,6,16.10893202320795,Pass,2.1581958260205,Sea,Route B,108.13497926862838,False,8,-5
cosmetics,SKU4714,2024-04-08,2024-04-24,83.86874320725082,1.0,47,4866.414391038818,Female,90,22,68,3,Carrier A,2.9885810148727945,Supplier 2,Delhi,466,9,40.80689691537328,Pass,4.166997966107337,Air,Route A,324.76235787126654,False,16,-6
haircare,SKU4715,2023-03-25,2023-04-01,35.20079849606684,0.8306917468907986,74,3417.1642852714967,Male,10,11,1,8,Carrier A,2.1001619470367565,Supplier 5,Bangalore,376,9,75.65988424389194,Pass,1.4159376680983422,Road,Route B,927.3543589821916,True,7,-4
cosmetics,SKU4716,2024-09-13,2024-09-22,84.00962967020811,0.8557017083130476,29,8339.18971926541,Male,22,15,24,6,Carrier A,1.632897701430042,Supplier 4,Delhi,515,3,7.82107221678968,Pending,4.782916173361466,Air,Route A,193.6085109728307,True,9,-6
haircare,SKU4717,2024-07-28,2024-08-14,15.812016266978173,0.9748737160211878,49,3677.235363126608,Female,67,19,77,8,Carrier C,5.843801724097694,Supplier 1,Mumbai,204,10,82.15861277983987,Fail,3.778225796272474,Air,Route B,922.6140953466486,False,17,-2
haircare,SKU4718,2024-06-18,2024-07-03,88.60682939830006,0.7974280938635959,30,7484.324253983454,Non-binary,14,13,48,3,Carrier C,4.570646718224166,Supplier 1,Mumbai,804,7,32.26457908169847,Fail,1.4640382896881523,Road,Route A,675.0426082581249,True,15,2
haircare,SKU4719,2024-05-17,2024-06-12,36.396000499578335,0.846210184674851,24,2701.886189845656,Female,62,22,13,8,Carrier B,4.526386849328716,Supplier 4,Mumbai,488,26,72.84879423887776,Fail,2.352385069268371,Rail,Route B,732.0218903680834,False,26,4
haircare,SKU4720,2023-03-14,2023-03-23,71.7175817862963,0.8649789197344863,28,8657.463395692168,Male,50,4,29,5,Carrier A,2.616550866582771,Supplier 3,Delhi,485,23,44.59026499697775,Pending,1.88221363667313,Sea,Route A,410.19883880540107,False,9,5
skincare,SKU4721,2023-04-19,2023-05-13,28.23852114689901,0.8995431165509586,59,9456.096329828855,Non-binary,34,28,50,2,Carrier A,8.7219168116433,Supplier 4,Bangalore,313,15,81.0707242930996,Pass,1.82367824127802,Road,Route B,259.5422776994292,True,24,-4
cosmetics,SKU4722,2023-03-14,2023-03-21,40.17578464859138,0.9005045484514153,39,3495.105068972246,Female,26,10,37,7,Carrier A,5.315643249313351,Supplier 2,Delhi,354,5,61.749595672442965,Pass,1.1689777734680216,Rail,Route B,315.18314551239905,True,7,-3
cosmetics,SKU4723,2024-07-19,2024-07-24,98.03219006393093,0.926336460343262,42,8991.802822991089,Unknown,80,3,34,6,Carrier B,2.8707767825864763,Supplier 3,Chennai,639,22,30.94514930080382,Fail,4.893569547844455,Rail,Route A,787.5988655265558,False,5,2
cosmetics,SKU4724,2024-08-22,2024-08-28,55.60756225895724,0.8567592044859623,58,2042.863149736509,Non-binary,85,10,50,4,Carrier A,7.954256395072892,Supplier 3,Bangalore,507,6,88.40650815048261,Fail,4.292927659376953,Air,Route B,937.8426734817638,False,6,-4
skincare,SKU4725,2023-10-19,2023-10-29,92.23227705207336,0.9372866873763126,39,8291.947068458398,Unknown,39,16,74,3,Carrier A,2.541192251803966,Supplier 2,Chennai,160,21,24.93225904511102,Pending,0.1641154602951601,Road,Route C,272.9475319977023,False,10,-6
cosmetics,SKU4726,2024-11-14,2024-12-05,29.705438563913408,0.9142574600783544,32,7312.336426785865,Non-binary,40,25,12,3,Carrier B,5.504073822301083,Supplier 5,Kolkata,295,3,28.81227648251902,Pending,1.601163214994335,Sea,Route A,864.5323363453317,False,21,-4
skincare,SKU4727,2023-05-10,2023-05-31,55.7578685871836,0.902061646219866,40,6503.771171604648,Non-binary,92,21,75,1,Carrier A,6.960443299599834,Supplier 4,Delhi,438,6,32.13933201110706,Pass,0.8886141919297369,Air,Route B,938.0163246176824,False,21,0
haircare,SKU4728,2023-11-25,2023-11-27,82.0988605261281,0.9424621209668644,54,4070.495056139208,Unknown,40,1,27,6,Carrier B,5.724986396494742,Supplier 1,Mumbai,691,28,78.48716723730952,Pending,0.3332296091888891,Air,Route B,799.0416249960292,True,2,1
skincare,SKU4729,2023-04-13,2023-04-21,66.93245485091602,0.9215539867443407,54,8125.127123843436,Female,12,12,84,4,Carrier C,8.886405549798848,Supplier 4,Bangalore,373,4,3.7195051185457215,Pending,3.91153960044963,Rail,Route B,116.86195155223145,True,8,-4
haircare,SKU4730,2024-06-12,2024-06-24,88.06312174492638,0.931420375758486,70,6632.840216752374,Non-binary,23,10,18,5,Carrier B,8.853741051442052,Supplier 2,Kolkata,642,25,20.49597863607002,Pass,4.362545988720655,Air,Route A,559.0312060535684,True,12,2
cosmetics,SKU4731,2023-08-24,2023-09-05,19.818264915275968,0.9289699440319958,81,3276.912250954964,Unknown,10,14,30,9,Carrier C,4.490861439809288,Supplier 5,Chennai,470,25,13.851447545487323,Pending,2.624790514826208,Sea,Route C,116.79321300959228,True,12,-2
skincare,SKU4732,2024-08-30,2024-09-21,50.33767658004778,0.961350261722682,41,2311.7071305680965,Male,52,22,54,5,Carrier A,3.609041688307464,Supplier 2,Delhi,724,26,80.75500020714966,Fail,3.932351892384976,Sea,Route C,321.48480837813173,False,22,0
haircare,SKU4733,2024-12-25,2025-01-06,21.237533043082344,0.981062417020186,72,1234.8435391483033,Unknown,60,17,44,8,Carrier A,3.616025998209589,Supplier 4,Kolkata,973,28,59.882159874521776,Pass,4.073556381599274,Rail,Route B,212.70957697362465,True,12,-5
skincare,SKU4734,2024-03-20,2024-04-07,85.40123456175584,0.9111609766713942,69,4038.787088010112,Non-binary,65,19,49,5,Carrier A,1.5971759904834766,Supplier 3,Kolkata,696,13,16.621702603037892,Pass,1.5694171846011655,Rail,Route B,796.9044828617082,True,18,-1
haircare,SKU4735,2023-08-20,2023-08-17,67.317917260254,0.7734184858414547,74,5919.620802639459,Male,76,1,22,5,Carrier B,6.511966961859989,Supplier 1,Bangalore,931,10,14.04274040340514,Fail,2.8362150552450696,Rail,Route B,213.52870408341448,False,-3,-4
haircare,SKU4736,2023-11-21,2023-11-18,34.98679358047294,0.9599335040685888,22,4396.073068647975,Female,58,1,80,5,Carrier B,2.947120583264488,Supplier 1,Delhi,738,13,67.7628364495514,Pass,4.936859839411401,Sea,Route B,176.64880274531197,False,-3,-4
cosmetics,SKU4737,2024-05-09,2024-05-21,58.64234715902087,0.9277819756490734,36,7782.340198545869,Male,51,13,38,9,Carrier B,6.854829437309117,Supplier 2,Delhi,179,1,83.41263465765756,Pass,3.837939943592695,Rail,Route B,790.4457807251683,False,12,-1
skincare,SKU4738,2023-03-15,2023-03-25,24.2063559508758,0.8412539021634303,29,6315.916661795344,Non-binary,13,11,71,3,Carrier A,9.264071765090335,Supplier 4,Kolkata,122,19,98.39297147102756,Fail,3.323343703031537,Rail,Route A,751.2794073776118,True,10,-1
skincare,SKU4739,2023-12-09,2023-12-24,89.39659965987067,0.8841872450027429,60,7726.080290442516,Male,50,19,47,3,Carrier B,1.636081104295156,Supplier 4,Mumbai,871,15,94.29835833531226,Pass,1.0086315997395168,Rail,Route B,274.59740699551503,True,15,-4
haircare,SKU4740,2024-07-26,2024-08-09,73.09054286971816,0.9193674209744191,61,2038.4372682193707,Unknown,39,20,40,8,Carrier A,6.417816100976171,Supplier 4,Bangalore,321,21,60.59359775148589,Fail,0.2892855991653844,Sea,Route C,139.041306699751,True,14,-6
haircare,SKU4741,2023-08-16,2023-09-01,27.41468453483268,0.9047807209541108,42,8385.79949143676,Female,51,12,76,7,Carrier C,8.945653515505155,Supplier 4,Chennai,820,17,48.52739295508788,Fail,1.8200500726410505,Sea,Route A,198.1290184911184,False,16,4
skincare,SKU4742,2024-07-30,2024-08-24,99.00898802719836,0.8498961388658747,97,9553.303086257329,Non-binary,36,25,68,5,Carrier A,3.1964316478049164,Supplier 2,Chennai,776,13,36.24276441908787,Pass,0.4345367071780239,Sea,Route A,759.5980080135929,True,25,0
cosmetics,SKU4743,2023-08-09,2023-09-11,10.996890241612077,0.8727098809337775,42,1700.446775636877,Male,61,29,74,7,Carrier A,4.77021762730155,Supplier 3,Mumbai,710,17,17.60546257098284,Pending,0.2948216221434298,Air,Route B,817.8596859892779,False,33,4
cosmetics,SKU4744,2023-12-12,2023-12-25,73.35861458127049,0.8652927606258448,70,5240.120060174483,Non-binary,81,16,38,9,Carrier A,7.916332270818034,Supplier 3,Delhi,910,4,17.772606991225285,Pass,1.3985736430074371,Rail,Route C,331.1328332684328,False,13,-3
haircare,SKU4745,2023-03-14,2023-03-16,75.38333306480988,0.929704380138563,28,3055.908361782398,Female,66,2,38,3,Carrier A,5.599415184003675,Supplier 5,Chennai,532,29,85.00703451546819,Pending,1.440505605863559,Air,Route B,259.7138194811282,False,2,0
cosmetics,SKU4746,2024-09-07,2024-09-27,46.240128281189314,0.817911225738996,92,8711.217488400209,Male,90,19,31,4,Carrier A,8.487469180303616,Supplier 4,Mumbai,747,3,54.42482710602736,Fail,3.1822048102934244,Road,Route A,912.6295848813756,True,20,1
cosmetics,SKU4747,2024-02-12,2024-02-21,79.96057101025441,0.8536751171597473,29,4140.668637945065,Unknown,27,12,71,5,Carrier A,8.70351064697962,Supplier 4,Kolkata,385,25,7.184485435646682,Pass,3.494474414346437,Air,Route C,679.3837912673187,True,9,-3
haircare,SKU4748,2024-08-19,2024-09-07,44.59242482941484,0.9126835830609894,27,8065.855944531035,Female,33,17,37,5,Carrier A,1.3214693800689317,Supplier 5,Delhi,533,24,55.012879771508935,Pass,2.412292140919458,Air,Route A,104.4816356728685,False,19,2
cosmetics,SKU4749,2023-10-31,2023-11-13,40.76527896621055,0.9752049631507748,83,2434.1789435446312,Unknown,80,9,86,8,Carrier B,9.672036989621828,Supplier 4,Chennai,906,28,47.60711892058628,Fail,3.4949988479276906,Rail,Route B,497.4424981923158,True,13,4
haircare,SKU4750,2024-04-02,2024-04-28,67.66950472760743,0.9175620712741456,88,1223.0900915372936,Female,90,29,95,5,Carrier C,1.8941502023197845,Supplier 5,Bangalore,366,18,25.595789691752245,Fail,0.5336263117288513,Rail,Route A,954.6111619818552,False,26,-3
cosmetics,SKU4751,2023-10-27,2023-11-10,52.10925604951978,0.831437582727177,77,6078.697482892077,Unknown,98,20,46,9,Carrier C,4.05724743143702,Supplier 5,Delhi,305,19,7.777624695259264,Pending,3.950400578373988,Rail,Route A,324.09110023753954,False,14,-6
haircare,SKU4752,2024-05-20,2024-06-09,84.545862393581,0.8982911742755676,99,1094.028595963788,Unknown,47,22,30,4,Carrier A,4.656429889047832,Supplier 4,Delhi,593,4,90.8264614832458,Pending,4.642306859185104,Air,Route B,125.50422243945276,True,20,-2
haircare,SKU4753,2023-12-17,2023-12-29,72.16847515428758,0.8839240979732949,91,3854.369501793562,Female,79,17,17,1,Carrier C,2.3038381306389875,Supplier 4,Chennai,870,2,98.49227890700114,Fail,3.037848123987507,Air,Route C,848.1381748187092,True,12,-5
skincare,SKU4754,2023-05-28,2023-06-03,7.282936618552427,0.9065612354969498,80,3058.987463800898,Female,20,11,18,4,Carrier B,6.91692491594448,Supplier 1,Bangalore,232,23,43.23466308049338,Fail,3.938443847126346,Road,Route C,883.2574089002096,True,6,-5
haircare,SKU4755,2024-10-06,2024-10-31,69.44497771126973,0.8703903638693877,98,4950.198703811341,Male,99,29,92,8,Carrier C,8.486391996458892,Supplier 4,Delhi,235,28,79.70003228118067,Pass,1.7911001863297848,Rail,Route B,221.91205973433708,False,25,-4
haircare,SKU4756,2024-09-16,2024-09-30,78.14481780574015,0.9818430608050296,38,9387.68014466713,Female,21,13,85,6,Carrier C,4.532660772425071,Supplier 4,Bangalore,189,6,63.827002095312295,Pass,0.6594785662856055,Road,Route B,765.3391697704084,True,14,1
skincare,SKU4757,2023-05-09,2023-05-15,76.41961469208191,0.8796926363782697,66,2088.0212007070086,Non-binary,84,5,16,7,Carrier B,9.23558965032067,Supplier 2,Bangalore,298,23,26.50855223547409,Pass,3.137094926312202,Sea,Route A,687.3242952594907,False,6,1
haircare,SKU4758,2023-09-20,2023-10-14,97.76501760001524,0.8410533332439019,44,5749.965196282235,Non-binary,85,21,63,4,Carrier A,7.712980467401504,Supplier 4,Delhi,940,21,51.72853171757771,Fail,4.879720943237083,Air,Route C,912.6857937215926,False,24,3
cosmetics,SKU4759,2024-07-07,2024-07-14,96.50445846446488,0.9138284159569532,62,2339.538428325848,Female,81,11,34,1,Carrier B,1.9146022037740584,Supplier 5,Delhi,549,22,95.16620136132056,Pass,1.7627623151024712,Sea,Route B,770.5396084132091,False,7,-4
cosmetics,SKU4760,2024-11-19,2024-12-13,80.81153479914985,0.904823923311856,41,8505.867440916165,Male,36,23,67,6,Carrier B,8.307443963248176,Supplier 4,Delhi,726,15,17.60058759966167,Fail,2.6156288483850227,Rail,Route A,725.7219916739656,True,24,1
haircare,SKU4761,2024-02-17,2024-03-17,61.025940488399655,0.9338728633008752,34,4744.86815412656,Non-binary,73,25,26,9,Carrier A,2.961860675234451,Supplier 4,Chennai,567,26,65.0668661046079,Fail,2.87430144682402,Road,Route A,939.7175017498528,False,29,4
cosmetics,SKU4762,2024-12-04,2025-01-03,78.83179150363972,0.9881350979157132,41,9443.344858981483,Male,14,25,5,9,Carrier A,8.93430966914763,Supplier 4,Bangalore,338,26,62.53619672179129,Pending,1.770926588921769,Rail,Route B,604.3525009258008,True,30,5
cosmetics,SKU4763,2024-04-20,2024-05-17,20.805159525767124,0.8612466518479261,79,1334.3244714493767,Male,80,25,36,2,Carrier A,5.728583523283816,Supplier 2,Mumbai,312,8,27.99781894018699,Pending,3.8385403495717,Air,Route C,283.39234198601326,False,27,2
skincare,SKU4764,2025-02-03,2025-02-16,29.693713240841213,0.9367026449101752,51,1858.5620575150865,Female,37,16,4,6,Carrier C,5.964428177098264,Supplier 3,Chennai,524,29,31.193584348465546,Pending,1.3170051668881626,Road,Route A,611.0937591020356,True,13,-3
haircare,SKU4765,2025-01-13,2025-01-18,36.40984736366339,0.8853028591538787,61,6177.356222190636,Male,13,3,1,6,Carrier B,5.274838059555507,Supplier 1,Chennai,699,26,57.75205598851266,Pass,4.043560367134728,Road,Route B,422.6803223861395,True,5,2
cosmetics,SKU4766,2024-12-25,2025-01-17,47.0785089737836,0.9589780864501768,43,1621.9137830561274,Male,29,29,10,6,Carrier A,2.502700831308924,Supplier 2,Delhi,557,18,33.77032089244657,Fail,1.3815071068864964,Sea,Route B,252.94762762616472,True,23,-6
cosmetics,SKU4767,2023-10-23,2023-11-13,50.7765302067481,0.91141264731838,54,7771.66308616831,Male,70,21,58,4,Carrier B,3.378432761032344,Supplier 2,Kolkata,695,20,4.4104204993855545,Pass,2.511241317020586,Sea,Route C,859.9511346995253,False,21,0
haircare,SKU4768,2024-04-03,2024-04-12,34.7385392093996,0.9375721382046291,56,7371.18710847595,Non-binary,52,12,49,2,Carrier B,1.7990609445612415,Supplier 2,Kolkata,704,6,25.00256979060772,Pending,4.744544800872992,Road,Route B,140.97787985317467,True,9,-3
cosmetics,SKU4769,2024-04-02,2024-04-20,52.10981978994817,0.8491255050539269,36,7286.6943959468545,Non-binary,24,14,37,9,Carrier A,2.1245146503764625,Supplier 5,Delhi,601,25,9.21462069590877,Pass,1.5192858549665311,Rail,Route B,438.38690135787886,True,18,4
skincare,SKU4770,2023-04-01,2023-04-14,39.48641999323184,0.8237011094168957,24,2327.7410552864458,Unknown,30,19,95,9,Carrier A,8.188062138199019,Supplier 4,Delhi,376,5,50.984026766698896,Fail,3.652422328696801,Road,Route A,892.0334837554453,False,13,-6
skincare,SKU4771,2025-02-08,2025-02-25,63.72307069630996,0.9015526586075212,84,1333.194430337622,Female,99,19,43,1,Carrier B,5.016170827287009,Supplier 5,Mumbai,793,4,89.15419271919859,Pending,0.2003245473950428,Rail,Route A,965.273676039257,False,17,-2
haircare,SKU4772,2024-10-07,2024-10-24,28.4606255063248,0.8915214426950768,80,4631.370836609678,Unknown,50,20,26,8,Carrier C,9.31760089984903,Supplier 1,Mumbai,236,15,67.03613640692015,Fail,1.438541291230126,Sea,Route B,399.29701227038254,True,17,-3
cosmetics,SKU4773,2024-04-19,2024-04-29,76.80564595614156,0.9595180807033428,68,7095.756455744914,Non-binary,13,12,46,5,Carrier B,2.123166097645006,Supplier 3,Kolkata,597,19,17.371474528349207,Pass,3.1627774689478585,Rail,Route B,458.3415461000474,True,10,-2
skincare,SKU4774,2024-01-02,2024-01-11,78.56458968797166,0.8037836831020493,48,4945.437931579076,Male,75,7,21,5,Carrier A,5.194631674253729,Supplier 3,Kolkata,156,25,84.43744965155891,Pass,1.1203841313971687,Air,Route C,351.8615539109834,False,9,2
cosmetics,SKU4775,2024-11-11,2024-11-28,27.942025462548035,0.8780225528633607,66,7540.094634417083,Female,98,12,76,7,Carrier C,8.77192599636407,Supplier 4,Bangalore,142,23,27.657626316166336,Fail,2.157399709262376,Road,Route B,869.5307262360024,False,17,5
haircare,SKU4776,2023-09-14,2023-09-17,80.5703085292005,0.9415987129574744,67,7185.720119864504,Female,96,2,9,1,Carrier A,7.595294512976319,Supplier 3,Bangalore,136,18,75.1297471856386,Pending,3.5976387627796336,Road,Route C,123.48537085319047,False,3,1
skincare,SKU4777,2024-06-24,2024-07-11,16.19114247299574,0.8939658293891227,56,6776.922697454504,Non-binary,69,20,14,1,Carrier C,9.653490454481698,Supplier 3,Chennai,164,29,59.66434704456662,Fail,3.132703355809869,Air,Route B,220.06087585317675,False,17,-3
skincare,SKU4778,2023-04-19,2023-04-28,58.38371066544597,0.9540689730038092,23,5146.00134082494,Non-binary,95,5,53,3,Carrier C,7.439759237932745,Supplier 5,Kolkata,967,22,96.72333921465298,Pending,1.8212194220211395,Sea,Route C,205.1024050612209,False,9,4
haircare,SKU4779,2024-12-15,2024-12-23,32.08776688555657,0.8457664769330965,52,6549.088827110473,Non-binary,74,9,85,8,Carrier C,3.326565673808968,Supplier 4,Mumbai,186,21,97.79673748166066,Pass,0.5908213719910297,Air,Route A,637.964916143262,False,8,-1
cosmetics,SKU4780,2024-11-15,2024-11-30,93.4371182921738,0.8824462224913519,85,3319.5659063306607,Non-binary,49,10,15,7,Carrier C,9.840580360321376,Supplier 4,Bangalore,747,8,5.864728663722221,Fail,2.600830654633523,Rail,Route A,541.3258948707539,True,15,5
cosmetics,SKU4781,2024-02-28,2024-03-03,86.5705463008358,0.8903649471134498,45,5435.552924863155,Unknown,44,5,42,6,Carrier A,5.494021725291844,Supplier 2,Kolkata,316,13,35.794836712713035,Fail,2.1791822105218115,Sea,Route C,155.94961723310973,True,4,-1
cosmetics,SKU4782,2025-01-04,2025-01-30,33.55608539258026,0.8683453399703741,94,1923.3187886456435,Female,72,28,4,5,Carrier A,2.693923313055995,Supplier 1,Mumbai,216,25,6.0689691569845445,Fail,2.440706940881991,Rail,Route B,507.4944510271352,True,26,-2
cosmetics,SKU4783,2024-08-08,2024-08-25,29.19791752620907,0.7960615398711681,82,4009.189429059804,Male,62,19,70,7,Carrier A,1.2017312425625128,Supplier 1,Delhi,126,28,77.08740314035434,Pass,2.7692339315705947,Road,Route C,370.4026949891459,True,17,-2
skincare,SKU4784,2023-04-03,2023-04-25,45.68716637889247,0.9339324424529414,21,5289.10979960168,Female,38,21,20,5,Carrier B,1.9521299389169453,Supplier 2,Chennai,451,18,61.201870953338016,Fail,2.482311969258826,Air,Route C,125.42212784078085,False,22,1
skincare,SKU4785,2023-09-27,2023-10-24,63.75788990145307,0.8758654090533131,63,9444.845364225748,Male,77,25,38,3,Carrier A,7.328003076723506,Supplier 2,Bangalore,265,4,58.144004664774826,Pass,3.402225836744012,Rail,Route C,670.5780661420307,False,27,2
skincare,SKU4786,2023-10-19,2023-11-10,77.95472342610492,0.8942513213031876,22,1685.0961460681183,Unknown,78,27,91,9,Carrier B,3.200394596755852,Supplier 2,Mumbai,920,24,5.333277038019109,Pass,1.095549520756972,Rail,Route A,160.90431233805757,False,22,-5
cosmetics,SKU4787,2023-04-08,2023-04-20,10.08408280199977,0.8593951896178559,92,2591.641103253518,Female,39,8,58,5,Carrier A,6.139697315011802,Supplier 5,Delhi,123,28,42.63081878888032,Pending,3.405555210611776,Road,Route A,945.1337078870212,True,12,4
cosmetics,SKU4788,2024-05-10,2024-05-20,21.41236754107489,0.9289500867752144,80,8474.91856880638,Male,92,10,66,6,Carrier A,7.5826525115549,Supplier 5,Chennai,676,14,32.6568994726143,Pending,0.6480341753492365,Air,Route C,571.7602643908704,False,10,0
cosmetics,SKU4789,2023-09-03,2023-09-28,43.92169989899697,0.810720074500141,27,3016.1652315881875,Male,52,22,38,9,Carrier C,1.7749953887972154,Supplier 4,Delhi,649,4,65.18431869100945,Fail,2.174789545974622,Rail,Route A,423.3407733581878,False,25,3
